ComplainantID,CaseMasterID,ComplainantName,AgeYear,OccupationID,ReligionID,CasteID,GenderID
142,142,Hema Desai,39,1,1,1,2
143,143,Jacob Sama,48,1,1,1,1
144,144,Yashodhara Johal,23,1,1,1,2
145,145,Utkarsh Vig,38,1,1,1,1
146,146,Omisha De,25,1,1,1,2
147,147,Kashish Ratta,49,1,1,1,1
148,148,Kashvi Prabhu,48,1,1,1,1
149,149,Victor Shukla,40,1,1,1,2
150,150,Januja Bhargava,52,1,1,1,1
151,151,Raksha Prabhu,23,1,1,1,2
152,152,Isaac Dara,26,1,1,1,2
153,153,Bahadurjit Taneja,25,1,1,1,1
154,154,Vedika Gokhale,22,1,1,1,1
155,155,Alexander Salvi,48,1,1,1,2
156,156,Aarna Warrior,53,1,1,1,1
157,157,Pranav Mani,43,1,1,1,2
158,158,Gabriel Kaur,38,1,1,1,2
159,159,Parth Morar,46,1,1,1,2
160,160,Rudra Rai,58,1,1,1,1
161,161,Saumya Muni,60,1,1,1,2
162,162,Panini Bhardwaj,24,1,1,1,2
163,163,Utkarsh Mann,26,1,1,1,2
164,164,Zaitra Kara,38,1,1,1,2
165,165,Warinder Dave,58,1,1,1,1
166,166,Idika Rajan,41,1,1,1,1
167,167,Sachi Bora,57,1,1,1,1
168,168,Raghav Lanka,42,1,1,1,2
169,169,Anika Nanda,45,1,1,1,1
170,170,Pavani Sant,58,1,1,1,1
171,171,Saumya Johal,39,1,1,1,2
172,172,Ishita Ravel,41,1,1,1,1
173,173,Zaid Nagar,53,1,1,1,1
174,174,Gavin Narang,47,1,1,1,2
175,175,Tanvi Om,21,1,1,1,2
176,176,Triya Das,39,1,1,1,1
177,177,Krishna Deo,33,1,1,1,2
178,178,Turvi Narayanan,51,1,1,1,1
179,179,Imaran Uppal,34,1,1,1,1
180,180,Arjun Apte,29,1,1,1,1
181,181,Falguni Aggarwal,38,1,1,1,1
182,182,Darsh Mukhopadhyay,52,1,1,1,1
183,183,Kavya Sachar,41,1,1,1,1
184,184,Dipta Andra,58,1,1,1,2
185,185,Harinakshi Chaudhry,29,1,1,1,1
186,186,Aarush Chada,31,1,1,1,1
187,187,Henry Banik,48,1,1,1,1
188,188,Laksh Mallick,46,1,1,1,2
189,189,Pushti Tak,35,1,1,1,2
190,190,Zinal D’Alia,59,1,1,1,2
191,191,Charles Dada,48,1,1,1,1
192,192,Eshana Dada,54,1,1,1,1
193,193,Joshua Upadhyay,39,1,1,1,2
194,194,Wakeeta Srinivas,32,1,1,1,2
195,195,Zehaan Dutt,56,1,1,1,2
196,196,Tanvi Sarin,49,1,1,1,2
197,197,Imaran Gara,44,1,1,1,2
198,198,Owen Vohra,30,1,1,1,1
199,199,Quincy Soni,58,1,1,1,1
200,200,Dhriti Goda,36,1,1,1,1
201,201,Dakshesh Sem,50,1,1,1,2
202,202,Gavin Sharma,55,1,1,1,1
203,203,Faris Kaul,53,1,1,1,1
204,204,Fiyaz Prabhakar,38,1,1,1,1
205,205,Gaurav Bedi,30,1,1,1,2
206,206,Oeshi Sarin,48,1,1,1,1
207,207,Farhan Thaman,47,1,1,1,1
208,208,Pratyush Wali,34,1,1,1,2
209,209,Garima Bains,42,1,1,1,1
210,210,Janaki Nagy,46,1,1,1,1
211,211,Nidra Karan,45,1,1,1,2
212,212,Aashi Lall,35,1,1,1,2
213,213,Abha Sen,25,1,1,1,2
214,214,Kabir Prabhakar,34,1,1,1,1
215,215,Parth Ahluwalia,40,1,1,1,1
216,216,Jason Khurana,41,1,1,1,1
217,217,Rajata Warrior,28,1,1,1,1
218,218,Kamya Khare,38,1,1,1,2
219,219,Niharika Pau,28,1,1,1,2
220,220,Anya Nair,48,1,1,1,1
221,221,Bachittar Bera,25,1,1,1,1
222,222,Nihal Nagy,36,1,1,1,1
223,223,Anjali Srinivas,29,1,1,1,2
224,224,Elijah Salvi,27,1,1,1,2
225,225,Idika Cherian,35,1,1,1,2
226,226,Ekani Grover,27,1,1,1,1
227,227,Chakrika Misra,35,1,1,1,2
228,228,Divya Kunda,60,1,1,1,2
229,229,Wahab Prabhakar,24,1,1,1,1
230,230,Atharv Dhaliwal,51,1,1,1,1
231,231,Mohini Venkataraman,60,1,1,1,1
232,232,Dalbir Ghose,29,1,1,1,2
233,233,Guneet Nigam,47,1,1,1,1
234,234,Jatin Thaker,59,1,1,1,2
235,235,Rayaan Bava,35,1,1,1,2
236,236,Ekalinga Oza,31,1,1,1,1
237,237,Dayamai Bedi,53,1,1,1,2
238,238,Devika Atwal,24,1,1,1,1
239,239,Saumya Borra,44,1,1,1,2
240,240,Diya Jaggi,22,1,1,1,2
241,241,Ganga Narasimhan,43,1,1,1,2
242,242,Gayathri Sarna,21,1,1,1,2
243,243,Hemangini Goel,24,1,1,1,2
244,244,Vedhika Iyer,35,1,1,1,1
245,245,Utkarsh Vig,57,1,1,1,2
246,246,Jagat Dhar,28,1,1,1,1
247,247,Alexander Kothari,42,1,1,1,2
248,248,Adya Karnik,31,1,1,1,2
249,249,Aradhana Shah,50,1,1,1,1
250,250,Abha Patla,28,1,1,1,1
251,251,Fariq Lalla,49,1,1,1,1
252,252,Bimala Chand,38,1,1,1,1
253,253,Sanya Raman,22,1,1,1,1
254,254,Vrishti Puri,22,1,1,1,2
255,255,Mitali Nagar,39,1,1,1,2
256,256,Omaja Dugar,54,1,1,1,2
257,257,Yashvi Lalla,36,1,1,1,1
258,258,Darpan Manda,32,1,1,1,2
259,259,Harshil Bose,42,1,1,1,1
260,260,Hamsini Karpe,41,1,1,1,2
261,261,Warda Shere,27,1,1,1,2
262,262,Vedant Tailor,47,1,1,1,2
263,263,Nathaniel Thakur,48,1,1,1,2
264,264,Zaid Nadig,41,1,1,1,1
265,265,Radha Iyengar,51,1,1,1,2
266,266,Ekaja Basak,43,1,1,1,2
267,267,Oni Sabharwal,25,1,1,1,2
268,268,Raagini Tank,25,1,1,1,2
269,269,Pratyush Vaidya,58,1,1,1,1
270,270,Kamala Palla,54,1,1,1,2
271,271,Tripti Oommen,40,1,1,1,1
272,272,Qabil Anne,25,1,1,1,2
273,273,Yashasvi Sandal,38,1,1,1,2
274,274,Laban Sami,48,1,1,1,2
275,275,Nidhi Hayre,30,1,1,1,2
276,276,Falguni Parekh,42,1,1,1,2
277,277,Yoshita Sane,22,1,1,1,2
278,278,Oni Behl,59,1,1,1,2
279,279,Fariq Ratti,37,1,1,1,1
280,280,Vidhi Pall,24,1,1,1,2
281,281,Rudra Magar,43,1,1,1,1
282,282,Faris Bawa,21,1,1,1,1
283,283,Turvi Mandal,58,1,1,1,2
284,284,Yashodhara Narasimhan,22,1,1,1,1
285,285,Omya Varma,24,1,1,1,1
286,286,Kevin Patil,43,1,1,1,2
287,287,Rushil Nayak,44,1,1,1,1
288,288,Yamini Ghosh,58,1,1,1,1
289,289,Abha Natarajan,48,1,1,1,2
290,290,Banjeet Venkatesh,43,1,1,1,2
291,291,Dakshesh Hegde,24,1,1,1,1
292,292,Andrew Lad,53,1,1,1,2
293,293,Laban Thakkar,45,1,1,1,2
294,294,Abdul Kata,37,1,1,1,1
295,295,Urvi Nagy,27,1,1,1,1
296,296,Vrinda Ratta,31,1,1,1,2
297,297,Wazir Prasad,53,1,1,1,2
298,298,Dayamai Nagarajan,55,1,1,1,1
299,299,Mohammed Natarajan,36,1,1,1,2
300,300,Daniel Mohan,48,1,1,1,1
301,301,Daksh Agrawal,59,1,1,1,2
302,302,Lipika Choudhry,51,1,1,1,1
303,303,Dayita Mahal,27,1,1,1,1
304,304,Ishwar Pandey,24,1,1,1,2
305,305,Kamya Yadav,31,1,1,1,2
306,306,Jairaj Sarma,25,1,1,1,2
307,307,Bahadurjit Srinivasan,42,1,1,1,1
308,308,Yasti Balan,55,1,1,1,2
309,309,Watika Soni,39,1,1,1,1
310,310,Ekalinga Mand,60,1,1,1,1
311,311,Unnati Madan,43,1,1,1,1
312,312,Ethan Vyas,27,1,1,1,1
313,313,Kashvi Saxena,28,1,1,1,1
314,314,Ria Mukherjee,51,1,1,1,1
315,315,Panini Dhawan,43,1,1,1,2
316,316,Eta Bhatt,49,1,1,1,1
317,317,Radhika Desai,59,1,1,1,1
318,318,Vinaya Kala,24,1,1,1,2
319,319,Lekha Merchant,45,1,1,1,2
320,320,Ishani Rama,53,1,1,1,2
321,321,Mitesh Chaudhary,46,1,1,1,1
322,322,Nathan Char,28,1,1,1,2
323,323,Tejas Kulkarni,24,1,1,1,2
324,324,Omkaar Chaudhari,49,1,1,1,2
325,325,Orinder Chakrabarti,28,1,1,1,1
326,326,Lakshmi Baral,28,1,1,1,2
327,327,Jeremiah Bora,52,1,1,1,1
328,328,Hemangini Bhatia,27,1,1,1,1
329,329,Lajita Sheth,39,1,1,1,1
330,330,Priya Joshi,30,1,1,1,2
331,331,Nicholas Kala,34,1,1,1,2
332,332,Urishilla Dora,53,1,1,1,2
333,333,Guneet Bora,25,1,1,1,2
334,334,Balendra Balay,32,1,1,1,2
335,335,Devika Mani,28,1,1,1,2
336,336,Sudiksha Goyal,59,1,1,1,1
337,337,Balvan Dua,52,1,1,1,1
338,338,Lajita Bakshi,57,1,1,1,1
339,339,Gaurangi Wadhwa,30,1,1,1,2
340,340,Mohini Lad,56,1,1,1,1
341,341,Tanish Chandran,21,1,1,1,1
342,342,Vanya Chakraborty,22,1,1,1,2
343,343,Chandani Garde,33,1,1,1,2
344,344,Ekantika Bhat,59,1,1,1,1
345,345,Wyatt Patla,51,1,1,1,2
346,346,Caleb Ghosh,39,1,1,1,2
347,347,Ikbal Chahal,35,1,1,1,2
348,348,Arin Prakash,39,1,1,1,2
349,349,Bimala Mangat,24,1,1,1,1
350,350,Fiyaz Sandal,30,1,1,1,2
351,351,Michael Agarwal,46,1,1,1,2
352,352,Ekalinga Kala,49,1,1,1,1
353,353,Balhaar Kota,41,1,1,1,1
354,354,Chameli Jha,40,1,1,1,2
355,355,Urvi Mangal,42,1,1,1,2
356,356,Gabriel Din,28,1,1,1,2
357,357,Om Sidhu,52,1,1,1,1
358,358,Anusha Kohli,40,1,1,1,1
359,359,Harshil Sehgal,49,1,1,1,1
360,360,Chatura Chander,37,1,1,1,2
361,361,Warjas Natt,35,1,1,1,1
362,362,Mohammed Khanna,26,1,1,1,1
363,363,Frederick Arora,38,1,1,1,2
364,364,Chatura Kalita,59,1,1,1,2
365,365,Guneet Buch,35,1,1,1,1
366,366,Yauvani Sampath,40,1,1,1,2
367,367,Arjun Edwin,32,1,1,1,1
368,368,Aarna Venkataraman,51,1,1,1,2
369,369,Ayush Chahal,51,1,1,1,2
370,370,Avi Dugar,51,1,1,1,1
371,371,Lajita Divan,25,1,1,1,2
372,372,Frado Cherian,52,1,1,1,2
373,373,Gautami Palla,35,1,1,1,1
374,374,Ekapad Mittal,57,1,1,1,2
375,375,Nisha Jaggi,23,1,1,1,1
376,376,Kai Tandon,38,1,1,1,2
377,377,Ekta Kant,58,1,1,1,2
378,378,Keya Bhalla,38,1,1,1,1
379,379,Hemani Tripathi,26,1,1,1,2
380,380,Liam Chandran,28,1,1,1,2
381,381,Christopher Narang,43,1,1,1,2
382,382,Jagdish Choudhury,43,1,1,1,1
383,383,Jatin Pandya,45,1,1,1,1
384,384,Arjun Muni,56,1,1,1,1
385,385,Samaksh Bal,43,1,1,1,2
386,386,Manbir Chaudhari,24,1,1,1,2
387,387,Naksh Anand,52,1,1,1,2
388,388,Yug Sibal,55,1,1,1,2
389,389,Akshay Bansal,59,1,1,1,1
390,390,Azad Memon,28,1,1,1,1
391,391,Siya Muni,45,1,1,1,2
392,392,Samuel Mistry,41,1,1,1,2
393,393,Vrinda Guha,29,1,1,1,1
394,394,Jyoti Sodhi,58,1,1,1,2
395,395,Aadi Contractor,52,1,1,1,1
396,396,Warinder Saxena,22,1,1,1,1
397,397,Warjas Kari,28,1,1,1,2
398,398,Nitesh Gola,50,1,1,1,2
399,399,Arunima Patel,29,1,1,1,1
400,400,Eta Palla,40,1,1,1,2
401,401,Ishwar Rana,30,1,1,1,2
402,402,Baljiwan Dhawan,59,1,1,1,2
403,403,Harish Luthra,57,1,1,1,2
404,404,Udant Uppal,52,1,1,1,2
405,405,Vincent Parsa,56,1,1,1,2
406,406,Amara Prabhu,50,1,1,1,1
407,407,Mohini Tak,43,1,1,1,2
408,408,Arin Palla,27,1,1,1,2
409,409,Rehaan Virk,57,1,1,1,2
410,410,Nandini Rajan,60,1,1,1,1
411,411,Zayan Saha,58,1,1,1,2
412,412,Edhitha Sachdev,36,1,1,1,1
413,413,Zaitra Lala,23,1,1,1,2
414,414,Rushil Bail,30,1,1,1,2
415,415,Ridhi Shroff,29,1,1,1,1
416,416,Hardik Dayal,22,1,1,1,1
417,417,Krishna Walla,32,1,1,1,1
418,418,Banjeet Borah,48,1,1,1,2
419,419,Hemani Gandhi,46,1,1,1,1
420,420,Azaan Parmer,46,1,1,1,1
421,421,Kevin Nadkarni,46,1,1,1,2
422,422,Jack Chhabra,23,1,1,1,1
423,423,Qarin Dass,53,1,1,1,1
424,424,Vamakshi Wagle,55,1,1,1,2
425,425,Suhani Thaker,50,1,1,1,2
426,426,Falan Mishra,40,1,1,1,1
427,427,Geetika Dugal,49,1,1,1,2
428,428,Arin Narain,54,1,1,1,2
429,429,Arin Bose,36,1,1,1,2
430,430,Kashvi Sharma,32,1,1,1,1
431,431,Krishna Khalsa,37,1,1,1,2
432,432,Anamika Wali,34,1,1,1,2
433,433,Jyoti Bobal,38,1,1,1,1
434,434,Isha Cherian,51,1,1,1,2
435,435,Faris Balasubramanian,50,1,1,1,2
436,436,Ria Kalita,55,1,1,1,2
437,437,Yutika Menon,38,1,1,1,1
438,438,Omaja Pathak,56,1,1,1,2
439,439,Yatin Yogi,45,1,1,1,2
440,440,Vrinda Dhar,29,1,1,1,2
441,441,Yug Iyengar,22,1,1,1,2
442,442,Yauvani Bajwa,25,1,1,1,2
443,443,Vaishnavi Bhatt,48,1,1,1,2
444,444,Vrinda Balasubramanian,50,1,1,1,1
445,445,Ekta Comar,32,1,1,1,2
446,446,Damyanti Bhatt,55,1,1,1,2
447,447,Odika Bhalla,28,1,1,1,1
448,448,Xavier Pall,59,1,1,1,1
449,449,Nirja Ghosh,35,1,1,1,1
450,450,Anirudh Gala,53,1,1,1,1
451,451,Wriddhish Chanda,60,1,1,1,1
452,452,Hemangini Kade,23,1,1,1,1
453,453,Qarin Madan,46,1,1,1,2
454,454,Anthony Bora,50,1,1,1,1
455,455,Harrison Merchant,28,1,1,1,1
456,456,Onkar Ramanathan,55,1,1,1,1
457,457,Wahab Pall,46,1,1,1,2
458,458,Amara Barad,50,1,1,1,1
459,459,Avi Garde,38,1,1,1,2
460,460,Hritik De,38,1,1,1,1
461,461,Eesha Naik,25,1,1,1,1
462,462,Gunbir Dara,54,1,1,1,1
463,463,Harish Behl,31,1,1,1,2
464,464,Tanay Gara,31,1,1,1,1
465,465,Pratyush Kohli,45,1,1,1,2
466,466,Upma Kanda,31,1,1,1,2
467,467,Meghana Gala,22,1,1,1,1
468,468,Darsh Chopra,39,1,1,1,1
469,469,Yash Chaudhari,41,1,1,1,2
470,470,Orinder Sen,49,1,1,1,2
471,471,Devika Bal,28,1,1,1,2
472,472,Rishi Vyas,37,1,1,1,1
473,473,Wyatt Madan,27,1,1,1,2
474,474,Madhav Tailor,30,1,1,1,2
475,475,Sai Varghese,36,1,1,1,1
476,476,Nakul Ramachandran,20,1,1,1,2
477,477,Warjas Khatri,38,1,1,1,1
478,478,Aryan Varma,31,1,1,1,2
479,479,Lila Khare,47,1,1,1,2
480,480,Chaitaly Barman,25,1,1,1,2
481,481,Dev Seshadri,26,1,1,1,1
482,482,Henry Dasgupta,28,1,1,1,2
483,483,Timothy Koshy,40,1,1,1,1
484,484,Yatan Kaul,20,1,1,1,2
485,485,Gabriel Setty,44,1,1,1,1
486,486,Ekani Bhagat,48,1,1,1,2
487,487,Gayathri Gulati,41,1,1,1,2
488,488,Anay Gokhale,57,1,1,1,1
489,489,Zashil Chaudhari,36,1,1,1,2
490,490,Jacob Korpal,35,1,1,1,1
491,491,William Koshy,27,1,1,1,2
492,492,Kai Banerjee,39,1,1,1,1
493,493,Vasana Mane,45,1,1,1,2
494,494,Onkar Nath,27,1,1,1,2
495,495,Anya Bhattacharyya,43,1,1,1,1
496,496,Zehaan Bahri,34,1,1,1,1
497,497,Prisha Barman,50,1,1,1,1
498,498,Gunbir Swamy,49,1,1,1,2
499,499,Yuvraj Patla,46,1,1,1,2
500,500,Fiyaz Choudhury,54,1,1,1,1
